contrast,n_ridge,r0,t0,tm1,tp1,R_total,T_total,pde_air,pde_ridge,pde_substrate,phase_error_deg,complex_field_error
0.0,1.45,0.1055858736789787,0.7452385485106501,0.028567988363473813,0.055988904931913046,0.011148376720553247,0.8082050140438685,0.1644712369488637,0.14669544401622206,0.2460972432336389,18.577609105835236,0.3775740924184813
0.25,1.4626602476310075,0.10619793998291227,0.7453234266910378,0.028568100628638213,0.05600234007173647,0.011278002456614237,0.8083895728943034,0.1644601549124128,0.14680760356113784,0.24599623023894623,18.811125093776923,0.38052923031435576
0.5,1.475211849193193,0.10681703750959949,0.745408771145571,0.028568009795677425,0.056016115156761366,0.011409879502327185,0.808575180299314,0.16444904557351228,0.1469834419382855,0.2458951204486098,19.09947524408433,0.38395208259640856
1.0,1.5,0.10807357614895338,0.7455816967407801,0.02856713733914792,0.056044014905693884,0.011679897861623625,0.8089512952309645,0.164427129916152,0.14751965263233932,0.2456914888528526,19.863284617081003,0.3920986100292765
