epoch,pde_loss,total_loss,energy_balance,r0_real,r0_imag,t0_real,t0_imag,tm1_real,tm1_imag,tp1_real,tp1_imag
250,0.2323050940123178,0.4757544299836774,0.9551347402615369,0.03600426603887224,0.1612333879360864,0.47684252470957345,-0.6412425100129426,0.02488167428112703,-0.002294256449205806,-0.04174877210855227,-0.015432885712281574
500,0.13608786873434361,0.3344010498335966,1.002256221415504,0.05102847267557692,0.17471028049005796,0.504810051993502,-0.6423308126245563,0.021951547962856227,-7.662650128192894e-05,-0.03435592166745555,-0.014055705745833647
750,0.10329216655932072,0.12262182627435989,1.0288450764733459,0.046124362323564067,0.18644211471260763,0.5174303990633056,-0.6446575415315803,0.02068830143546152,0.001025517562071504,-0.030750058809178138,-0.013621741125725617
1000,0.085130614405697,0.09533493401867552,1.0398052233871757,0.04561229152613039,0.1888330333934142,0.525278296843924,-0.6437843166737631,0.01989120794439503,0.0016569633214613688,-0.028554460886066283,-0.0133196413847817
