epoch,pde_loss,total_loss,energy_balance,r0_real,r0_imag,t0_real,t0_imag,tm1_real,tm1_imag,tp1_real,tp1_imag
250,0.2544944046127363,0.4880866510224175,1.1084096449182548,0.02814233250647979,0.18633779830332164,0.5039644292669663,-0.6970439551180296,0.0063868371870876295,-0.0022778869298288595,0.007027860975268113,-0.007621454164193159
500,0.1586440587337173,0.24629951778108544,1.133204523157389,0.043705771894382364,0.20443547913904472,0.5305457060618981,-0.6854478023976839,0.005325336342216519,-0.001872410122324725,0.006598077579801049,-0.006879057118003546
750,0.11740056371959431,0.14561038129814544,1.1302649574322332,0.051749376935435895,0.21111601321313372,0.5389225087149327,-0.6755861353462771,0.004705146056843357,-0.0021402754329944707,0.005811115475601175,-0.006811925826560012
1000,0.10093420111623429,0.11655160316205505,1.1245646095207988,0.052114443538575535,0.21367881827113144,0.5413178856274328,-0.6701701155677697,0.0039079084464545,-0.0025705951084004646,0.005536021747553688,-0.006341719627335235
