formulation,checkpoint_epoch,total_complex_l2,scattered_complex_l2,magnitude_l2,phase_rmse_deg,R_total,T_total,energy_balance
free_space,1000,0.6290579971913934,0.8729202543606781,0.23757011826479335,48.20085584459038,0.0989727447317066,0.6969289925880007,0.7959017373197073
layered_bg,1000,0.3276533888987621,1.0676907605925785,0.20828617129772695,17.683638537766324,0.04837455260308259,1.0761900569177163,1.1245646095207988
