epoch,pde,pde_air,pde_grat,pde_sub,E_int1,H_int1,E_int2,H_int2,E_vertical,H_vertical,top,bottom,modal,total,R_total,T_total,R_plus_T,t_minus1,t0,t_plus1,r0,total/complex_l2,total/magnitude_l2,total/real_l2,total/imag_l2,total/phase_rmse_deg,total/global_phase_offset_deg,scattered/complex_l2,scattered/magnitude_l2,scattered/real_l2,scattered/imag_l2,scattered/phase_rmse_deg,scattered/global_phase_offset_deg,monitor_plane_top_z,monitor_plane_bot_z,reference_plane_refl_z,reference_plane_trans_z,ridge_base_z,ridge_z_max,projected_m-3,projected_m-2,projected_m-1,projected_m0,projected_m1,projected_m2,projected_m3
250,0.0001287872626456576,1.8211022450932096e-10,0.00012878355144345312,3.5290919799973034e-09,5.612461992741997e-08,1.8352686564950946e-07,1.429730098761567e-07,4.280604814090757e-07,6.707378091549227e-16,8.528324378764311e-16,2.681429780989393e-10,4.8308701378140065e-08,0.0,0.0005390142505719576,0.033760779374122606,0.9663378857466849,1.0000986651208075,0.006393857013168303,0.8163324324593964,0.006369780674072361,0.18374106610696098,0.04706934909622904,0.0339301281240714,0.0428473666845769,0.053326573413086525,2.166874335528781,0.3247984198547345,0.999494468111626,0.9978708543129997,0.9999037248242698,0.9990578051902769,97.4439805443632,13.023325699991712,0.16,1.84,0.0,1.4,1.2,1.4,1.8782921307987086e-06,3.190013883587978e-06,3.6946779009209755e-05,6.621730663683572e-05,3.6946779009209755e-05,3.190013883587978e-06,1.8782921307987086e-06
500,0.00012856785338425893,6.075931697619817e-11,0.00012856624286116595,1.5497637759888022e-09,2.124458776045362e-11,2.959634527124941e-11,1.478948904519276e-10,1.2306314799186366e-10,4.796911975636546e-16,1.06716294828954e-16,7.687364043976747e-11,3.22773983768436e-11,0.0,0.00012874735563112602,0.033768690377301507,0.9663464177781961,1.0001151081554975,0.00636883734024703,0.8163361315089684,0.00637081298049343,0.18376259243192425,0.04704927690241956,0.03391304657163343,0.04282959305304523,0.053303170553708104,2.1661464025407837,0.3233337186569531,0.9990682449523801,0.9974717869468253,0.9994889520681517,0.9986193594430756,87.6205292980809,10.806220719874096,0.16,1.84,0.0,1.4,1.2,1.4,1.8783700580989363e-06,3.1897022531587083e-06,3.716738746791611e-05,6.552303044634612e-05,3.716738746791611e-05,3.1897022531587083e-06,1.8783700580989363e-06
