seed,best_epoch,best_loss,phase5_passed,R_total,T_total,R_plus_T,total_complex_l2,scattered_complex_l2
42,1,0.0009061328613077877,False,0.03373594335693461,0.9663238337316187,1.0000597770885533,0.04709315618840033,0.99999999999987
123,1,0.00075511071775649,False,0.03373594335693461,0.9663238337316187,1.0000597770885533,0.04709315618840033,0.99999999999987
