formulation,checkpoint_epoch,total_complex_l2,scattered_complex_l2,magnitude_l2,phase_rmse_deg,R_total,T_total,energy_balance
free_space,1000,0.5998218993541256,0.8323504148950545,0.239062209607801,47.82228047182931,0.0862562591911828,0.6284495853556759,0.7147058445468586
layered_bg,1000,0.31953686510127477,1.0412422703272006,0.2034070893785581,17.655432227747674,0.03773839563882299,1.0020668277483527,1.0398052233871757
