epoch,pde_air,pde_grat,pde_sub,E_int,H_int,top,bottom,total
1900,0.010040917338543306,0.3723061674780892,0.13313529984018022,0.00012665222797751894,0.00012829995390617867,5.205422638977838e-07,0.00016384180784074614,0.5576220547612061
2000,0.017253970476279735,1.3071341828970031,1.0936229391077228,9.856173402421525e-05,0.00011923678350246933,9.604130597133965e-07,5.427880667706072e-05,2.445699031431237
2100,0.010753660827143624,0.43199278500114874,0.1783599072967547,4.6607017404295686e-05,0.00019749571112857183,1.890390431347153e-06,6.353168583305701e-05,0.652814989777313
2200,0.009112210915996819,0.3297967025143176,0.10422843928488706,2.8583039064955203e-05,3.826594556587529e-05,2.0506418613936226e-06,2.7099288812728957e-05,0.4535575009902542
2300,0.008370759408960995,0.28988224312176153,0.07613733654978007,2.411303753347612e-05,1.543992170798365e-05,2.9202122158449966e-07,5.7166793373803345e-06,0.3790633135491788
2400,0.007919293441590062,0.2405318958150653,0.06383319743770874,0.00022008510551641634,9.022868544185307e-05,3.735626469233822e-07,5.2775776692449094e-05,0.34878012478289766
2500,0.01703510955858505,1.0166015879941588,0.492010834225497,0.000129185663819308,5.1420131757571446e-05,6.747871703138861e-07,2.577317756078572e-05,1.5466228226771643
2600,0.010227053507831244,0.3299152331320744,0.061300621941857335,9.02271005302861e-05,2.603895777867782e-05,4.982051347939527e-07,7.71423887882935e-06,0.41409004086793927
2700,0.009374764750801463,0.25341666857979755,0.042037277315065937,7.789828957696816e-05,2.893734129277554e-05,2.7605935772331775e-07,8.708333478354867e-06,0.3165211367593365
2800,0.008823440702127624,0.20572660590911843,0.03168217713421862,8.336188592263703e-05,3.4834787540805477e-05,3.1358609692670245e-07,1.2922376560028523e-05,0.2595009217962751
2900,0.00835965676666992,0.17083688188383142,0.02498836302106634,6.718002339314318e-05,3.17005639661811e-05,3.331042865681939e-07,1.1566393010448415e-05,0.21539615185182903
3000,0.01479576463707429,0.7015424185476237,0.5545757621888787,5.9179423235125424e-05,3.208583673700292e-05,4.008278194501355e-07,1.1796640617955715e-05,1.2814205493423103
3100,0.00993234269007115,0.2522959443299549,0.0617632589843311,2.7812847575065597e-05,2.8766074178509667e-05,2.847501471523277e-07,8.562993225840983e-06,0.3306481125758749
3200,0.008867412121349222,0.18526706142392854,0.041615419669640615,2.2378648709260342e-05,2.377602658953153e-05,2.5756961417829046e-07,9.072070271999874e-06,0.24140135257908668
3300,0.00839438118193908,0.15213184283084422,0.032566781813549474,1.6337424458428837e-05,2.0507482542816237e-05,2.3820848757202282e-07,8.597072034617314e-06,0.197756307973705
3400,0.007775283710791925,0.13020437543278837,0.026919041482740668,1.418489393576409e-05,1.3556504534473896e-05,2.1897393513294642e-07,3.3462399888336837e-06,0.16811695143979458
3500,0.01467480103955049,0.441886539207365,0.06268804117783074,1.4696612461621013e-05,1.2359416024093384e-05,2.1999667957137683e-07,3.228034900705502e-06,0.5223877861031738
3600,0.010039516253444509,0.15259747482188146,0.020480875365152067,1.1971412909178682e-05,9.826414958881618e-06,1.6335389509962265e-07,3.447601146007369e-06,0.18572408628943463
3700,0.00854324080229954,0.11641883024750577,0.015438800610494907,1.225486804501604e-05,1.0113352304315534e-05,2.796634762419181e-07,6.417082815539185e-06,0.14341923371490825
3800,0.008043175926247646,0.0955237783224242,0.012644387164645424,9.106577176333356e-06,7.5457332043356785e-06,2.8773506783983884e-07,2.5229333809931296e-06,0.1182727333234034
3900,0.007671612450640981,0.08337961996122434,0.011106365685734794,7.624612211251205e-06,5.826191833761429e-06,1.3644178282624872e-07,4.446934305916053e-06,0.10401559282410609
4000,0.01491683862737383,0.26872940049028976,0.05668357988187902,7.29436533404271e-06,4.881448971609044e-06,1.139670239309822e-07,1.3683870302838503e-06,0.34174122264510165
4100,0.01052211565161045,0.11858334138236253,0.019301618071164147,8.618435426395526e-06,6.135216248489227e-06,7.887728287129409e-08,1.8733034997099904e-06,0.15010920926403226
4200,0.009600980272035377,0.09339202712311556,0.014476916914654178,7.349422068937395e-06,5.4981569376959e-06,6.579936081589856e-08,1.5042148220001882e-06,0.11893800337307642
4300,0.00908926336554615,0.07995449460848049,0.01206714096085605,6.707238478500984e-06,4.985449711738313e-06,6.102205264772194e-08,1.255224509923975e-06,0.10243620123122286
4400,0.008723658450124737,0.07091132775726144,0.010490990402450702,6.322805450559932e-06,4.585937045233864e-06,5.949194472802087e-08,1.0834637406946638e-06,0.09135494320584975
4500,0.01405296444423807,0.20053986879662458,0.06174727137268974,6.281693927410503e-06,4.244445147066267e-06,6.790442495885517e-08,1.0681260547137386e-06,0.2775334833389509
4600,0.0103492189963062,0.10325562013830203,0.01946844036155902,6.689551963508228e-06,5.410018842530727e-06,6.637959798545635e-08,1.8334905282038675e-06,0.13449977542858424
4700,0.009645143026114304,0.08649120530134351,0.014995491911368555,5.836846388717144e-06,4.721665794428132e-06,6.230125650285126e-08,1.580030863797182e-06,0.11237684517177203
4800,0.009411891540309561,0.0811629975941381,0.013688581105845343,5.698926103760218e-06,4.48284895247882e-06,6.129964014525031e-08,1.4616984390622322e-06,0.10545846740989576
4900,0.009337893468484158,0.07949912809540968,0.013286716740580268,5.6555562641804674e-06,4.407798659799049e-06,6.101502101413558e-08,1.42386352445582e-06,0.1033029676598247
5000,0.012439358631025044,0.18557279462379406,0.023678009305455838,6.061357820261229e-06,4.58926147947747e-06,6.3491484248905e-08,1.211105351830181e-06,0.22290808076755625
