epoch,pde,periodic,top,bottom,interface,data,total,weighted_pde,weighted_periodic,weighted_top,weighted_bottom,weighted_interface,weighted_data,val_total
22,71.14257049560547,0.0026951308827847242,0.19117608666419983,0.5788553953170776,0.002718297066166997,0.0,224.8856658935547,71.14257049560547,0.2695131003856659,95.58804321289062,57.88554000854492,0.0,0.0,
23,69.78742218017578,0.0016069997800514102,0.1911395788192749,0.5809752345085144,0.0029952512122690678,0.0,223.6154327392578,69.78742218017578,0.1606999784708023,95.56978607177734,58.0975227355957,0.0,0.0,
24,63.065528869628906,0.0008176133269444108,0.20625543594360352,0.5501562356948853,0.003834198461845517,0.0,221.29063415527344,63.065528869628906,0.08176133036613464,103.12771606445312,55.015625,0.0,0.0,
25,58.141178131103516,0.001969878328964114,0.22684836387634277,0.5162409543991089,0.00462332321330905,0.0,223.38644409179688,58.141178131103516,0.1969878375530243,113.42417907714844,51.62409591674805,0.0,0.0,
26,53.7244873046875,0.0024529078509658575,0.23829931020736694,0.5115797519683838,0.0045584505423903465,0.0,224.2774200439453,53.7244873046875,0.24529078602790833,119.149658203125,51.15797424316406,0.0,0.0,
27,48.85599899291992,7.258699042722583e-05,0.23788321018218994,0.5315788984298706,0.0035896722692996264,0.0,220.9627685546875,48.85599899291992,0.0072586992755532265,118.94160461425781,53.15789031982422,0.0,0.0,
28,52.69015884399414,0.0014755288138985634,0.22321617603302002,0.564665675163269,0.0023867676500231028,0.0,220.91236877441406,52.69015884399414,0.14755287766456604,111.60808563232422,56.46656799316406,0.0,0.0,
29,56.79371643066406,0.00016894942382350564,0.21487796306610107,0.5767574906349182,0.001687416573986411,0.0,221.9253387451172,56.79371643066406,0.01689494214951992,107.43898010253906,57.675750732421875,0.0,0.0,
30,55.528480529785156,0.0013902076752856374,0.21925266087055206,0.5742881298065186,0.0016872523119673133,0.0,222.72264099121094,55.528480529785156,0.13902077078819275,109.62632751464844,57.42881393432617,0.0,0.0,
31,48.391075134277344,0.0006751991459168494,0.23100031912326813,0.5647298097610474,0.0018997077131643891,0.0,220.43173217773438,48.391075134277344,0.06751991808414459,115.50016021728516,56.47298049926758,0.0,0.0,
32,43.84151077270508,0.0010401435429230332,0.2447752058506012,0.5462954044342041,0.0026038873475044966,0.0,220.96267700195312,43.84151077270508,0.10401435196399689,122.38760375976562,54.629539489746094,0.0,0.0,
33,44.57976150512695,0.0008470730390399694,0.24764949083328247,0.5269807577133179,0.003162387292832136,0.0,221.18728637695312,44.57976150512695,0.08470730483531952,123.82474517822266,52.69807434082031,0.0,0.0,
34,49.47366714477539,0.0012151581468060613,0.23565882444381714,0.5316131114959717,0.003142749425023794,0.0,220.58590698242188,49.47366714477539,0.12151581794023514,117.82941436767578,53.161312103271484,0.0,0.0,
35,54.331024169921875,0.0002769295824691653,0.2181139588356018,0.5590543746948242,0.0026500155217945576,0.0,219.32113647460938,54.331024169921875,0.02769295871257782,109.05697631835938,55.90543746948242,0.0,0.0,
36,59.599220275878906,0.003550902707502246,0.21122553944587708,0.5653913021087646,0.002824784256517887,0.0,222.106201171875,59.599220275878906,0.35509026050567627,105.6127700805664,56.53913116455078,0.0,0.0,
37,60.710121154785156,0.0028769171331077814,0.20930886268615723,0.5588169097900391,0.0029650721698999405,0.0,221.533935546875,60.710121154785156,0.28769171237945557,104.65443420410156,55.881690979003906,0.0,0.0,
38,58.563533782958984,0.00038952709292061627,0.21241652965545654,0.546992301940918,0.0031261970289051533,0.0,219.50999450683594,58.563533782958984,0.03895270824432373,106.20826721191406,54.6992301940918,0.0,0.0,
39,54.77155685424805,0.001201181672513485,0.22045758366584778,0.5497027635574341,0.003389917779713869,0.0,220.0907440185547,54.77155685424805,0.1201181709766388,110.22879028320312,54.97027587890625,0.0,0.0,
40,51.43199920654297,0.00012818892719224095,0.22659620642662048,0.5481753349304199,0.0032795041333884,0.0,219.56045532226562,51.43199920654297,0.012818892486393452,113.29810333251953,54.817535400390625,0.0,0.0,
41,51.71662139892578,0.0006114452262409031,0.22720453143119812,0.5390068292617798,0.002964440733194351,0.0,219.2807159423828,51.71662139892578,0.061144523322582245,113.60226440429688,53.90068435668945,0.0,0.0,
42,52.78357696533203,0.0001987703435588628,0.22286805510520935,0.5495882034301758,0.002419032622128725,0.0,219.19630432128906,52.78357696533203,0.019877035170793533,111.43402862548828,54.95882034301758,0.0,0.0,
43,51.296470642089844,0.00025110121350735426,0.22165444493293762,0.5708134770393372,0.0021035228855907917,0.0,219.2301483154297,51.296470642089844,0.025110121816396713,110.82722473144531,57.08134841918945,0.0,0.0,
44,48.80685806274414,0.00012548208178486675,0.22749266028404236,0.5635406970977783,0.002307469490915537,0.0,218.9197998046875,48.80685806274414,0.012548208236694336,113.74633026123047,56.354068756103516,0.0,0.0,
45,48.73289489746094,2.508837860659696e-05,0.23352304100990295,0.5334945917129517,0.0028225486166775227,0.0,218.84637451171875,48.73289489746094,0.0025088379625231028,116.76152038574219,53.34946060180664,0.0,0.0,
46,50.10117721557617,0.00011501279368530959,0.22871100902557373,0.5394635796546936,0.0028927219100296497,0.0,218.41455078125,50.10117721557617,0.011501279659569263,114.35550689697266,53.94635772705078,0.0,0.0,
47,54.10976791381836,0.0002605315821710974,0.2160937488079071,0.5730913877487183,0.0025645883288234472,0.0,219.49183654785156,54.10976791381836,0.026053158566355705,108.046875,57.309139251708984,0.0,0.0,
48,57.41810989379883,0.00023905144189484417,0.20837929844856262,0.5778907537460327,0.002460344461724162,0.0,219.42074584960938,57.41810989379883,0.02390514500439167,104.18965148925781,57.7890739440918,0.0,0.0,
49,58.63565444946289,0.00035940148518420756,0.2095215767621994,0.5531164407730103,0.002766573801636696,0.0,218.7440185546875,58.63565444946289,0.03594014793634415,104.76078796386719,55.3116455078125,0.0,0.0,
50,55.52511978149414,0.00011216552229598165,0.21887323260307312,0.5349836349487305,0.0032397075556218624,0.0,218.4713134765625,55.52511978149414,0.011216551996767521,109.43661499023438,53.49836349487305,0.0,0.0,
51,51.054840087890625,0.00047223165165632963,0.22687965631484985,0.5402718782424927,0.003345820354297757,0.0,218.56907653808594,51.054840087890625,0.04722316563129425,113.43982696533203,54.02718734741211,0.0,0.0,
52,49.625213623046875,0.00012489291839301586,0.2270973026752472,0.5503488779067993,0.002973159309476614,0.0,218.22125244140625,49.625213623046875,0.012489291839301586,113.54865264892578,55.034889221191406,0.0,0.0,
53,51.94651794433594,0.0003506871871650219,0.22060507535934448,0.5551320314407349,0.0024008983746170998,0.0,217.7973175048828,51.94651794433594,0.03506872057914734,110.30253601074219,55.51320266723633,0.0,0.0,
54,52.946598052978516,0.0009152075508609414,0.2193899154663086,0.5574860572814941,0.0022465046495199203,0.0,218.481689453125,52.946598052978516,0.091520756483078,109.69496154785156,55.74860382080078,0.0,0.0,
55,50.778053283691406,0.00047839852049946785,0.222911536693573,0.5539771318435669,0.0023356443271040916,0.0,217.67938232421875,50.778053283691406,0.047839850187301636,111.45576477050781,55.39771270751953,0.0,0.0,
56,49.58378982543945,0.0017610564827919006,0.2279447615146637,0.5473364591598511,0.0028301666025072336,0.0,218.46591186523438,49.58378982543945,0.17610564827919006,113.97238159179688,54.733646392822266,0.0,0.0,
57,49.261531829833984,0.0012124753557145596,0.2287527173757553,0.5457615852355957,0.0030880512204021215,0.0,218.33529663085938,49.261531829833984,0.1212475374341011,114.37635803222656,54.57615661621094,0.0,0.0,
58,50.84287643432617,0.0008066941518336535,0.22403357923030853,0.5464814901351929,0.003026881255209446,0.0,217.58848571777344,50.84287643432617,0.08066941797733307,112.01679229736328,54.64814758300781,0.0,0.0,
59,54.6760139465332,0.0005465547437779605,0.2161615490913391,0.5452545881271362,0.0028001635801047087,0.0,217.3369140625,54.6760139465332,0.05465547367930412,108.08077239990234,54.52545928955078,0.0,0.0,
60,56.868408203125,0.000851630000397563,0.2107669711112976,0.553412914276123,0.0025943638756871223,0.0,217.6783447265625,56.868408203125,0.08516299724578857,105.38348388671875,55.34129333496094,0.0,0.0,
61,54.69338607788086,0.0005040404503233731,0.21167930960655212,0.5637689828872681,0.0025301766581833363,0.0,216.9603271484375,54.69338607788086,0.05040404573082924,105.83965301513672,56.37689971923828,0.0,0.0,
62,51.12525177001953,0.0012486613122746348,0.22199609875679016,0.5535270571708679,0.0029218874406069517,0.0,217.6008758544922,51.12525177001953,0.12486612796783447,110.998046875,55.35270690917969,0.0,0.0,
63,48.894161224365234,0.0009691637242212892,0.2293066829442978,0.5356882810592651,0.003132672980427742,0.0,217.2132568359375,48.894161224365234,0.09691637009382248,114.6533432006836,53.56882858276367,0.0,0.0,
64,50.31007385253906,0.000897487043403089,0.22724395990371704,0.531002402305603,0.0029398964252322912,0.0,217.12203979492188,50.31007385253906,0.08974870294332504,113.62197875976562,53.10023880004883,0.0,0.0,
65,51.61623001098633,0.0011547146132215858,0.22011512517929077,0.5488362312316895,0.0024836319498717785,0.0,216.67288208007812,51.61623001098633,0.11547145992517471,110.05756378173828,54.88362121582031,0.0,0.0,
66,51.645259857177734,0.00047459814231842756,0.21565654873847961,0.5693738460540771,0.00217881565913558,0.0,216.4583740234375,51.645259857177734,0.047459814697504044,107.82827758789062,56.93738555908203,0.0,0.0,
67,51.38107681274414,0.0008481757249683142,0.2171918749809265,0.562752902507782,0.002387520857155323,0.0,216.33712768554688,51.38107681274414,0.08481757342815399,108.59593963623047,56.275291442871094,0.0,0.0,
68,51.279693603515625,0.0003731955075636506,0.22012710571289062,0.5408645272254944,0.0027640722692012787,0.0,215.46702575683594,51.279693603515625,0.03731955215334892,110.06355285644531,54.08645248413086,0.0,0.0,
69,51.403011322021484,0.0006048247450962663,0.2197130024433136,0.5397242307662964,0.0029351215343922377,0.0,215.29241943359375,51.403011322021484,0.06048247590661049,109.85649871826172,53.9724235534668,0.0,0.0,
70,51.26832962036133,0.0007110797450877726,0.21809592843055725,0.551110029220581,0.0028105732053518295,0.0,215.4984130859375,51.26832962036133,0.07110797613859177,109.04796600341797,55.11100387573242,0.0,0.0,
71,52.249637603759766,0.00018037480185739696,0.21333426237106323,0.5578298568725586,0.002486004028469324,0.0,214.71778869628906,52.249637603759766,0.018037479370832443,106.66712951660156,55.78298568725586,0.0,0.0,
72,54.44643020629883,0.0022258777171373367,0.21325084567070007,0.5476268529891968,0.002585920039564371,0.0,216.05711364746094,54.44643020629883,0.22258776426315308,106.62541961669922,54.7626838684082,0.0,0.0,
73,52.226016998291016,0.0017141501884907484,0.2186744213104248,0.5371359586715698,0.002730723237618804,0.0,215.4482421875,52.226016998291016,0.17141501605510712,109.33721160888672,53.71359634399414,0.0,0.0,
74,47.9799690246582,0.0004368088557384908,0.22498875856399536,0.5362321138381958,0.0028125655371695757,0.0,214.14125061035156,47.9799690246582,0.043680883944034576,112.49437713623047,53.62321090698242,0.0,0.0,
75,48.863948822021484,0.0002488305908627808,0.21888160705566406,0.5550435185432434,0.0024710451252758503,0.0,213.833984375,48.863948822021484,0.024883059784770012,109.44080352783203,55.50435256958008,0.0,0.0,
76,52.26618957519531,0.0010751723311841488,0.21063891053199768,0.5599182844161987,0.0022171640302985907,0.0,213.68499755859375,52.26618957519531,0.10751723498106003,105.3194580078125,55.99182891845703,0.0,0.0,
77,52.22877502441406,0.0004013203433714807,0.21218079328536987,0.5448163747787476,0.002435877453535795,0.0,212.8409423828125,52.22877502441406,0.040132034569978714,106.09039306640625,54.48163604736328,0.0,0.0,
78,50.11271667480469,0.0012971730902791023,0.2191808521747589,0.5356043577194214,0.0029628840275108814,0.0,213.39329528808594,50.11271667480469,0.12971730530261993,109.59042358398438,53.5604362487793,0.0,0.0,
79,49.13254165649414,0.0006619662744924426,0.21892574429512024,0.5387898087501526,0.0029284614138305187,0.0,212.5406036376953,49.13254165649414,0.06619662791490555,109.46287536621094,53.87898254394531,0.0,0.0,
80,51.098995208740234,0.001619259244762361,0.21175861358642578,0.5480618476867676,0.002495761029422283,0.0,211.9464111328125,51.098995208740234,0.16192592680454254,105.87930297851562,54.806182861328125,0.0,0.0,
81,51.70258331298828,0.0009878473356366158,0.20903050899505615,0.5494461059570312,0.002220385940745473,0.0,211.26123046875,51.70258331298828,0.09878472983837128,104.51525115966797,54.944610595703125,0.0,0.0,
82,49.700721740722656,0.0010728801134973764,0.2136428952217102,0.5430941581726074,0.002396191470324993,0.0,210.93887329101562,49.700721740722656,0.10728801041841507,106.82144927978516,54.309417724609375,0.0,0.0,
83,47.94730758666992,0.0007324038306251168,0.21626201272010803,0.5383703708648682,0.0024686590768396854,0.0,209.98858642578125,47.94730758666992,0.07324038445949554,108.1310043334961,53.8370361328125,0.0,0.0,
84,49.260807037353516,0.0022255629301071167,0.21282179653644562,0.5398591160774231,0.0023880116641521454,0.0,209.8801727294922,49.260807037353516,0.22255629301071167,106.41089630126953,53.98591232299805,0.0,0.0,
85,49.6905403137207,0.0021136938594281673,0.2098580300807953,0.5421750545501709,0.0023100117687135935,0.0,209.04843139648438,49.6905403137207,0.2113693803548813,104.92901611328125,54.217506408691406,0.0,0.0,
86,48.89826965332031,0.0005880274111405015,0.2091788798570633,0.5406273603439331,0.0023109447211027145,0.0,207.6092529296875,48.89826965332031,0.05880274251103401,104.58943939208984,54.06273651123047,0.0,0.0,
87,49.31165313720703,0.0006457562558352947,0.20758995413780212,0.5347098112106323,0.002237509936094284,0.0,206.64218139648438,49.31165313720703,0.06457562744617462,103.79497528076172,53.47098159790039,0.0,0.0,
88,49.40917205810547,0.002010379685088992,0.20554812252521515,0.5370745658874512,0.002070385031402111,0.0,206.09173583984375,49.40917205810547,0.20103797316551208,102.77406311035156,53.70745849609375,0.0,0.0,
89,47.15552520751953,0.0016975876642391086,0.2072564959526062,0.5366147756576538,0.0020536771044135094,0.0,204.61502075195312,47.15552520751953,0.16975876688957214,103.62825012207031,53.661476135253906,0.0,0.0,
90,46.22331619262695,0.0010769168147817254,0.20873434841632843,0.5287383198738098,0.0021456731483340263,0.0,203.572021484375,46.22331619262695,0.1076916828751564,104.36717224121094,52.87383270263672,0.0,0.0,
91,47.75669860839844,0.00135966413654387,0.20297572016716003,0.5266401767730713,0.0018792636692523956,0.0,202.04454040527344,47.75669860839844,0.13596642017364502,101.48786163330078,52.66401672363281,0.0,0.0,
92,48.88578796386719,0.0014186687767505646,0.19598206877708435,0.5312888622283936,0.001526669948361814,0.0,200.1475830078125,48.88578796386719,0.14186687767505646,97.99103546142578,53.12888717651367,0.0,0.0,
93,46.13151168823242,0.0020320636685937643,0.19884121417999268,0.5264391899108887,0.0017195118125528097,0.0,198.3992462158203,46.13151168823242,0.2032063603401184,99.42060852050781,52.6439208984375,0.0,0.0,
94,44.062538146972656,0.0008462373516522348,0.20098918676376343,0.515526294708252,0.0017925262218341231,0.0,196.1943817138672,44.062538146972656,0.08462373167276382,100.49459075927734,51.55262756347656,0.0,0.0,
95,46.70168685913086,0.0014495707582682371,0.1908993124961853,0.5158483386039734,0.0012778743403032422,0.0,193.88113403320312,46.70168685913086,0.14495708048343658,95.44965362548828,51.584835052490234,0.0,0.0,
96,47.049198150634766,0.0011817009653896093,0.18423262238502502,0.5184407234191895,0.0009373115608468652,0.0,191.12774658203125,47.049198150634766,0.11817009747028351,92.1163101196289,51.84407043457031,0.0,0.0,
97,42.413822174072266,0.0016481238417327404,0.1901465654373169,0.5074282884597778,0.0011679710587486625,0.0,188.39474487304688,42.413822174072266,0.1648123860359192,95.07328033447266,50.742828369140625,0.0,0.0,
98,42.250831604003906,0.0017257650615647435,0.18500101566314697,0.4979570508003235,0.000951554044149816,0.0,184.71961975097656,42.250831604003906,0.17257650196552277,92.5005111694336,49.79570388793945,0.0,0.0,
99,48.89621353149414,0.0010708454065024853,0.16585607826709747,0.5027773380279541,0.0004090362344868481,0.0,182.20907592773438,48.89621353149414,0.10708454251289368,82.92803955078125,50.277732849121094,0.0,0.0,
100,46.632225036621094,0.0010485273087397218,0.1626131534576416,0.4960762858390808,0.00033376895589753985,0.0,177.65127563476562,46.632225036621094,0.10485272854566574,81.30657958984375,49.607627868652344,0.0,0.0,175.21212768554688
101,39.89461135864258,0.0023207436315715313,0.17517811059951782,0.47498297691345215,0.0007094562752172351,0.0,175.21405029296875,39.89461135864258,0.23207436501979828,87.58905792236328,47.49829864501953,0.0,0.0,
102,40.12568664550781,0.0038190591149032116,0.16879573464393616,0.467337429523468,0.0006119682802818716,0.0,171.63919067382812,40.12568664550781,0.3819059133529663,84.39786529541016,46.733741760253906,0.0,0.0,
103,46.32557678222656,0.0023578463587909937,0.1449781060218811,0.47248440980911255,0.00022503039508592337,0.0,166.29885864257812,46.32557678222656,0.2357846349477768,72.48905181884766,47.24843978881836,0.0,0.0,
104,48.92070388793945,0.0012120368191972375,0.13537919521331787,0.4650079607963562,0.00027356186183169484,0.0,163.2322998046875,48.92070388793945,0.12120368331670761,67.6895980834961,46.500797271728516,0.0,0.0,
105,44.95484924316406,0.0015964042395353317,0.13836002349853516,0.4552161693572998,0.0005043993005529046,0.0,159.8161163330078,44.95484924316406,0.15964043140411377,69.18000793457031,45.5216178894043,0.0,0.0,
106,45.583736419677734,0.0028283146675676107,0.131697416305542,0.445802241563797,0.0007289120694622397,0.0,156.29550170898438,45.583736419677734,0.28283146023750305,65.84870910644531,44.580223083496094,0.0,0.0,
107,53.92361068725586,0.0017738060560077429,0.11321598291397095,0.4405987858772278,0.001089573954232037,0.0,154.76885986328125,53.92361068725586,0.17738060653209686,56.60799026489258,44.059879302978516,0.0,0.0,
108,55.00056838989258,0.0017801743233576417,0.10600806772708893,0.4402676224708557,0.0015265665715560317,0.0,152.20938110351562,55.00056838989258,0.17801743745803833,53.004032135009766,44.026763916015625,0.0,0.0,
109,51.61473083496094,0.0006193859735503793,0.11178290843963623,0.4318584203720093,0.0018655078019946814,0.0,150.75396728515625,51.61473083496094,0.06193859875202179,55.89145278930664,43.18584060668945,0.0,0.0,
110,54.597991943359375,0.0020306198857724667,0.10338112711906433,0.4259971082210541,0.0024639025796204805,0.0,149.09132385253906,54.597991943359375,0.20306198298931122,51.6905632019043,42.59971237182617,0.0,0.0,
111,64.9269027709961,0.0008679911261424422,0.08322888612747192,0.4303843379020691,0.0031759769190102816,0.0,149.6665802001953,64.9269027709961,0.08679911494255066,41.614444732666016,43.03843307495117,0.0,0.0,
112,65.82449340820312,0.0002668891684152186,0.0788954347372055,0.42721548676490784,0.0033654961735010147,0.0,148.02044677734375,65.82449340820312,0.026688916608691216,39.447715759277344,42.72154998779297,0.0,0.0,
113,61.18806076049805,0.0004734066314995289,0.0893772691488266,0.42517372965812683,0.003405193565413356,0.0,148.44140625,61.18806076049805,0.04734066128730774,44.68863296508789,42.517372131347656,0.0,0.0,
114,61.710350036621094,0.00034866679925471544,0.08569154143333435,0.43375444412231445,0.0040381005965173244,0.0,147.9664306640625,61.710350036621094,0.03486667945981026,42.84577178955078,43.37544250488281,0.0,0.0,
115,67.29850006103516,0.0004504835233092308,0.07209688425064087,0.4356147348880768,0.004415824078023434,0.0,146.95347595214844,67.29850006103516,0.04504835233092308,36.04844284057617,43.56147384643555,0.0,0.0,
116,68.19892120361328,0.00016032355779316276,0.06964892148971558,0.43308043479919434,0.003846189472824335,0.0,146.3474578857422,68.19892120361328,0.016032354906201363,34.824459075927734,43.30804443359375,0.0,0.0,
117,64.64374542236328,0.0007561635575257242,0.07417844235897064,0.45653700828552246,0.0037440643645823,0.0,147.4622802734375,64.64374542236328,0.07561635226011276,37.0892219543457,45.65370178222656,0.0,0.0,
118,62.84896469116211,0.0008345523965544999,0.07633227109909058,0.45567381381988525,0.003434388665482402,0.0,146.6659393310547,62.84896469116211,0.08345524221658707,38.166133880615234,45.5673828125,0.0,0.0,
119,65.69619750976562,0.00014729035319760442,0.06957243382930756,0.45547932386398315,0.003299171105027199,0.0,146.04507446289062,65.69619750976562,0.014729035086929798,34.786216735839844,45.54793167114258,0.0,0.0,
120,64.62605285644531,0.00034274879726581275,0.0672854334115982,0.477348268032074,0.0032452289015054703,0.0,146.03787231445312,64.62605285644531,0.0342748798429966,33.64271545410156,47.734825134277344,0.0,0.0,
121,59.10695266723633,0.00027545326156541705,0.07846024632453918,0.47406524419784546,0.0026574917137622833,0.0,145.77114868164062,59.10695266723633,0.027545325458049774,39.23012161254883,47.406524658203125,0.0,0.0,
122,59.09617233276367,0.00048716834862716496,0.07470962405204773,0.48569536209106445,0.002338072285056114,0.0,145.06924438476562,59.09617233276367,0.04871683567762375,37.35481262207031,48.56953430175781,0.0,0.0,
123,64.61878967285156,0.0004857460153289139,0.06637553125619888,0.49412739276885986,0.0021851949859410524,0.0,147.2678680419922,64.61878967285156,0.048574600368738174,33.187767028808594,49.41273880004883,0.0,0.0,
124,62.163570404052734,0.0004535703919827938,0.07131321728229523,0.4914533495903015,0.00203401455655694,0.0,147.01087951660156,62.163570404052734,0.04535704106092453,35.65660858154297,49.14533615112305,0.0,0.0,
125,54.40492248535156,0.0003317287191748619,0.08200648427009583,0.49449554085731506,0.0019836865831166506,0.0,144.89089965820312,54.40492248535156,0.03317287191748619,41.00324249267578,49.449554443359375,0.0,0.0,
126,56.44182205200195,0.00021825244766660035,0.07453358173370361,0.5094612836837769,0.0018831128254532814,0.0,144.67657470703125,56.44182205200195,0.021825244650244713,37.26679229736328,50.946128845214844,0.0,0.0,
127,61.14971923828125,0.0005577211268246174,0.07628107070922852,0.4700826406478882,0.0015492995735257864,0.0,146.35427856445312,61.14971923828125,0.05577211081981659,38.140533447265625,47.008262634277344,0.0,0.0,
128,59.954532623291016,0.0005101569695398211,0.07167746126651764,0.4922056794166565,0.001710915588773787,0.0,145.06484985351562,59.954532623291016,0.0510156974196434,35.83872985839844,49.2205696105957,0.0,0.0,
129,55.265777587890625,0.00017950814799405634,0.07536207884550095,0.5144193172454834,0.0021750815212726593,0.0,144.40670776367188,55.265777587890625,0.017950814217329025,37.68103790283203,51.441932678222656,0.0,0.0,
130,54.72446060180664,0.00022795602853875607,0.08664027601480484,0.46908146142959595,0.0018296288326382637,0.0,144.9755401611328,54.72446060180664,0.022795602679252625,43.32013702392578,46.908145904541016,0.0,0.0,
131,56.434722900390625,0.00034547544782981277,0.07761301100254059,0.4700465798377991,0.0016863640630617738,0.0,142.28042602539062,56.434722900390625,0.03454754501581192,38.8065071105957,47.00465774536133,0.0,0.0,
132,67.19175720214844,0.00017661770107224584,0.057342562824487686,0.5410308837890625,0.003040543757379055,0.0,149.98379516601562,67.19175720214844,0.017661770805716515,28.671281814575195,54.10308837890625,0.0,0.0,
133,66.56718444824219,0.0006471998058259487,0.057907722890377045,0.5266239643096924,0.003013125155121088,0.0,148.2481689453125,66.56718444824219,0.06471998244524002,28.953861236572266,52.66239547729492,0.0,0.0,
134,59.99626159667969,0.0011470483150333166,0.07679927349090576,0.4432631731033325,0.00177005457226187,0.0,142.8369140625,59.99626159667969,0.11470483243465424,38.399635314941406,44.326316833496094,0.0,0.0,
135,57.54282760620117,0.0002561208384577185,0.0823260247707367,0.44051194190979004,0.0018515344709157944,0.0,142.78265380859375,57.54282760620117,0.025612084195017815,41.16301345825195,44.05119323730469,0.0,0.0,
136,58.41377639770508,0.0006316927610896528,0.07054895162582397,0.4954829812049866,0.002877377439290285,0.0,143.29971313476562,58.41377639770508,0.06316927820444107,35.27447509765625,49.54829788208008,0.0,0.0,
