epoch,pde_air,pde_grating,pde_substrate,pde_total,top_DtN,bottom_DtN,interface_E,interface_H,total_loss,total/complex_l2,total/magnitude_l2,total/real_l2,total/imag_l2,total/phase_rmse_deg,total/global_phase_offset_deg,total/n_valid,scattered/complex_l2,scattered/magnitude_l2,scattered/real_l2,scattered/imag_l2,scattered/phase_rmse_deg,scattered/global_phase_offset_deg,scattered/n_valid,background_added,monitor_plane_top_z,monitor_plane_bot_z,reference_plane_refl_z,reference_plane_trans_z,deembedding_applied,ridge_base_z,ridge_z_max,R_total,T_total,R_plus_T,m-1_r_pinn_abs,m-1_t_pinn_abs,m-1_r_pinn_phase_deg,m-1_t_pinn_phase_deg,m-1_R_pinn,m-1_T_pinn,m0_r_pinn_abs,m0_t_pinn_abs,m0_r_pinn_phase_deg,m0_t_pinn_phase_deg,m0_R_pinn,m0_T_pinn,m1_r_pinn_abs,m1_t_pinn_abs,m1_r_pinn_phase_deg,m1_t_pinn_phase_deg,m1_R_pinn,m1_T_pinn
250,8.78069176505272e-09,0.0019243898953438738,1.1294741234726704e-07,0.001924511623447986,1.1582122178360724e-08,1.158075296188985e-07,1.6778976142442182e-07,6.136391477338367e-07,0.002329123255424677,0.04673508816567571,0.03368500257551561,0.042754074808417454,0.052665902279696565,2.1505618242062887,0.3371628194385252,29440.0,0.9923966017206787,0.9832309805111762,0.99772662733414,0.9866803241291148,87.99840261500329,-3.3123321534760213,29440.0,1.0,0.16,1.84,0.0,1.4,0.0,1.2,1.4,0.03416532912752947,0.9664494220042521,1.0006147511317816,0.0011834952045130067,0.006281188661393842,-67.41060386089498,-49.3421726452767,0.0,2.8992158880955446e-05,0.18483865701613791,0.8163803518765307,92.48651177824418,-47.73780138906011,0.03416532912752947,0.9663914744485697,0.002009487248282561,0.00627720512220914,-83.65255626222884,-49.59080244806813,0.0,2.8955396801429977e-05
500,1.2543906285747544e-08,0.0018276265702045057,4.270061038834587e-07,0.0018280661202146747,1.6120077000475278e-08,4.2092905612603524e-09,1.8990981027950074e-08,1.6309615535408207e-08,0.001849361362952575,0.046621638437850735,0.033654718098024346,0.04275794509877402,0.05239305312683001,2.1391340344838947,0.33240273249714664,29440.0,0.9899875525719851,0.9739159265919507,0.9978169460174833,0.9815685748010772,79.03473454833023,1.8421774578875896,29440.0,1.0,0.16,1.84,0.0,1.4,0.0,1.2,1.4,0.03418744306420801,0.9666588595396771,1.0008463026038852,0.005743900855349149,0.006245674518369985,-25.339371124616058,-51.61399876725196,0.0,2.8665239586253e-05,0.18489846690605094,0.8164689908832121,92.46269037734315,-47.7471661007488,0.03418744306420801,0.9666013389570834,0.005903921427047833,0.006266350467258983,-51.20352035888647,-51.14311814806777,0.0,2.885534300748726e-05
