epoch,pde,pde_air,pde_grat,pde_sub,E_int1,H_int1,E_int2,H_int2,E_vertical,H_vertical,top,bottom,modal,total,R_total,T_total,R_plus_T,t_minus1,t0,t_plus1,r0,total/complex_l2,total/magnitude_l2,total/real_l2,total/imag_l2,total/phase_rmse_deg,total/global_phase_offset_deg,scattered/complex_l2,scattered/magnitude_l2,scattered/real_l2,scattered/imag_l2,scattered/phase_rmse_deg,scattered/global_phase_offset_deg,monitor_plane_top_z,monitor_plane_bot_z,reference_plane_refl_z,reference_plane_trans_z,ridge_base_z,ridge_z_max
250,0.0008759462659982367,2.8589068029092958e-09,0.0008759330767465077,1.0330344926143566e-08,5.513572552393837e-08,1.5417269004763054e-07,1.194939894825815e-07,3.2814328639766046e-07,5.0963841852589896e-15,1.47003090043104e-15,4.217633725322673e-09,4.80087546050837e-08,0.0,0.0012100635172129228,0.03395301933382311,0.9663155202629015,1.0002685395967246,0.006303034258115381,0.8163234378421884,0.006345736617498216,0.18426345088981458,0.0470081048100144,0.03390458216644248,0.04294277244810538,0.05305547254781644,2.162597590178926,0.3267771825216394,0.9981939758284242,0.9900296500541934,1.002130152857155,0.9939788095206348,84.57462354045688,-2.9618706027006327,0.16,1.84,0.0,1.4,1.2,1.4
500,0.0008632707361339108,2.403025718357456e-09,0.0008632316738403462,3.6659267846305644e-08,5.600237263044741e-10,8.930806868747191e-10,5.378598148251925e-09,4.4879894330707365e-09,1.2025251061847847e-14,2.136216680465883e-15,2.9357918088685342e-09,9.803717887990753e-10,0.0,0.0008696157847525492,0.033960320880495984,0.9663252403714138,1.0002855612519097,0.006321686435115563,0.8163274983364942,0.006338707593459959,0.18428326261626687,0.04693722060742327,0.033855456923707485,0.04290851101640624,0.052934598248171545,2.1591907401143353,0.3278562874374869,0.9966887846641809,0.9885856549108158,1.0013306140330778,0.9917142647584636,82.65713326956664,-1.2109516978822261,0.16,1.84,0.0,1.4,1.2,1.4
