variant,t_minus1,t_plus1,t_minus1_complex_error,t_plus1_complex_error,total_complex_l2,scattered_complex_l2,R_plus_T,score
d_physical_scaled,0.004950828810467905,0.004147237195727663,0.044459957382702066,0.04526354899684172,0.5185547001962422,11.011253909626504,1.001133699448041,11.10211111545409
e_physical_balanced,0.005366069427941284,0.004568198593365515,0.044044716765228684,0.04484258759920387,0.30133510709438843,6.398702730580035,1.001341605251692,6.48893164019616
